Номера заказа,,Дата сделки,Вид операции,Вид возврата / обмена,Лид,АК,Тип,Классификация направлений,Price,CPA,"CPA, руб."
40861015,11-09-2025,SALE,,d1,PC,Регулярка,OW,"15,650.00",0.045,704.25,
40831008,04-09-2025,SALE,,d1,СУ,Чартер,OW,"9,992.00",0.025,249.80,
40837131,06-09-2025,SALE,,d1,ET,Регулярка,OW,"93,811.00",0.045,"4,221.50",
40854461,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"14,074.80",0.04,562.99,
40826965,03-09-2025,SALE,,d1,СУ,Чартер,OW,"9,948.00",0.025,248.70,
40873581,14-09-2025,SALE,,d1,XC,Чартер,OW,"14,745.00",0.045,663.53,
40873581,14-09-2025,SALE,,d1,XC,Чартер,OW,"14,745.00",0.045,663.53,
40873581,14-09-2025,SALE,,d1,XC,Чартер,OW,"14,745.00",0.045,663.53,
40821666,02-09-2025,SALE,,d1,СУ,Чартер,OW,"19,011.00",0.025,475.28,
40866177,12-09-2025,SALE,,d1,СУ,Чартер,OW,"19,002.00",0.025,475.05,
40836729,06-09-2025,SALE,,d1,W6,Регулярка,OW,"13,268.00",0.045,597.06,
40836729,06-09-2025,SALE,,d1,W6,Регулярка,OW,"13,268.00",0.045,597.06,
40876277,15-09-2025,SALE,,d1,СУ,Чартер,OW,"18,954.00",0.025,473.85,
40817434,01-09-2025,SALE,,d1,ТК,Чартер,OW,"11,204.00",0.045,504.18,
40822283,02-09-2025,SALE,,d1,СУ,Чартер,OW,"10,006.00",0.025,250.15,
40822283,02-09-2025,SALE,,d1,СУ,Чартер,OW,"10,006.00",0.025,250.15,
40822283,02-09-2025,SALE,,d1,СУ,Чартер,OW,"10,006.00",0.025,250.15,
40822302,02-09-2025,SALE,,d1,СУ,Чартер,OW,"10,006.00",0.025,250.15,
40830902,04-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40836199,06-09-2025,SALE,,d1,СУ,Чартер,OW,"10,122.00",0.025,253.05,
40837382,06-09-2025,SALE,,d1,СУ,Чартер,OW,"10,122.00",0.025,253.05,
40838397,06-09-2025,SALE,,d1,СУ,Чартер,OW,"10,122.00",0.025,253.05,
40838397,06-09-2025,SALE,,d1,СУ,Чартер,OW,"10,122.00",0.025,253.05,
40846996,08-09-2025,SALE,,d1,ТК,Чартер,OW,"11,369.00",0.045,511.61,
40852670,09-09-2025,SALE,,d1,ТК,Чартер,OW,"11,369.00",0.045,511.61,
40875382,14-09-2025,SALE,,d1,3F,Регулярка,RT,"20,710.00",0.025,517.75,
40815233,01-09-2025,SALE,,d1,XQ,Регулярка,OW,"24,945.00",0.045,"1,122.53",
40816806,01-09-2025,SALE,,d1,2S,Чартер,OW,"12,805.00",0.045,576.23,
40838591,06-09-2025,SALE,,d1,2S,Чартер,OW,"12,790.00",0.045,575.55,
40833301,05-09-2025,SALE,,d1,СУ,Чартер,OW,"19,823.00",0.025,495.58,
40833381,05-09-2025,SALE,,d1,УР,Чартер,OW,"15,137.80",0.04,605.51,
40833381,05-09-2025,SALE,,d1,УР,Чартер,OW,"15,137.80",0.04,605.51,
40833381,05-09-2025,SALE,,d1,УР,Чартер,OW,"15,137.80",0.04,605.51,
40838817,06-09-2025,SALE,,d1,ТК,Регулярка,RT,"53,707.00",0.045,"2,416.82",
40828670,04-09-2025,SALE,,d1,QR,Регулярка,RT,"50,898.00",0.045,"2,290.41",
40819757,02-09-2025,SALE,,d1,PC,Регулярка,OW,"11,965.00",0.045,538.43,
40852480,09-09-2025,SALE,,d1,ТК,Чартер,OW,"11,275.00",0.045,507.38,
40821434,02-09-2025,SALE,,d1,CZ,Регулярка,OW,"25,588.00",0.045,"1,151.46",
40821434,02-09-2025,SALE,,d1,CZ,Регулярка,OW,"25,588.00",0.045,"1,151.46",
40839818,07-09-2025,SALE,,d1,2S,Чартер,OW,"12,696.00",0.045,571.32,
40840365,07-09-2025,SALE,,d1,2S,Чартер,OW,"12,696.00",0.045,571.32,
40840365,07-09-2025,SALE,,d1,2S,Чартер,OW,"12,696.00",0.045,571.32,
40840365,07-09-2025,SALE,,d1,2S,Чартер,OW,"12,696.00",0.045,571.32,
40851161,09-09-2025,SALE,,d1,2S,Чартер,OW,"12,696.00",0.045,571.32,
40869266,13-09-2025,SALE,,d1,СУ,Чартер,OW,"19,678.00",0.025,491.95,
40815829,01-09-2025,SALE,,d1,СУ,Чартер,OW,"18,734.00",0.025,468.35,
40815829,01-09-2025,SALE,,d1,СУ,Чартер,OW,"18,734.00",0.025,468.35,
40844990,08-09-2025,SALE,,d1,MU,Регулярка,OW,"43,151.00",0.045,"1,941.80",
40822129,02-09-2025,SALE,,d1,СУ,Чартер,OW,"10,006.00",0.025,250.15,
40822333,02-09-2025,SALE,,d1,СУ,Чартер,OW,"10,006.00",0.025,250.15,
40837581,06-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40837771,06-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40841124,07-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40848044,09-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40879422,15-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40879422,15-09-2025,SALE,,d1,СУ,Чартер,OW,"10,002.00",0.025,250.05,
40848989,09-09-2025,SALE,,d1,AZ,Регулярка,OW,"26,443.00",0.045,"1,189.94",
40830138,04-09-2025,SALE,,d1,2S,Чартер,OW,"12,635.00",0.045,568.58,
40830138,04-09-2025,SALE,,d1,2S,Чартер,OW,"12,635.00",0.045,568.58,
40876330,15-09-2025,SALE,,d1,ТК,Регулярка,OW,"13,035.00",0.045,586.58,
40828691,04-09-2025,SALE,,d1,C6,Чартер,OW,"12,520.00",0.045,563.40,
40815795,01-09-2025,SALE,,d1,HX,Регулярка,OW,"12,939.00",0.045,582.26,
40816026,01-09-2025,SALE,,d1,ET,Регулярка,RT,"93,010.00",0.045,"4,185.45",
40816026,01-09-2025,SALE,,d1,ET,Регулярка,RT,"93,010.00",0.045,"4,185.45",
40847915,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,694.40",0.04,547.78,
40850027,09-09-2025,SALE,,d1,СУ,Чартер,OW,"18,548.00",0.025,463.70,
40879598,15-09-2025,SALE,,d1,ТК,Чартер,OW,"11,796.00",0.045,530.82,
40834072,05-09-2025,SALE,,d1,PC,Регулярка,OW,"11,582.00",0.045,521.19,
40834072,05-09-2025,SALE,,d1,PC,Регулярка,OW,"11,582.00",0.045,521.19,
40823166,03-09-2025,SALE,,d1,КЛ,Чартер,OW,"14,265.01",0.04,570.60,
40839708,07-09-2025,SALE,,d1,XQ,Регулярка,OW,"25,828.00",0.045,"1,162.26",
40839708,07-09-2025,SALE,,d1,XQ,Регулярка,OW,"25,828.00",0.045,"1,162.26",
40839708,07-09-2025,SALE,,d1,XQ,Регулярка,OW,"25,828.00",0.045,"1,162.26",
40816680,01-09-2025,SALE,,d1,ТК,Регулярка,OW,"12,563.00",0.045,565.34,
40853314,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,726.00",0.025,243.15,
40879929,15-09-2025,SALE,,d1,У6,Чартер,OW,"14,254.00",0.04,570.16,
40879929,15-09-2025,SALE,,d1,У6,Чартер,OW,"14,254.00",0.04,570.16,
40879929,15-09-2025,SALE,,d1,У6,Чартер,OW,"14,254.00",0.04,570.16,
40879929,15-09-2025,SALE,,d1,У6,Чартер,OW,"14,254.00",0.04,570.16,
40879929,15-09-2025,SALE,,d1,У6,Чартер,OW,"14,254.00",0.04,570.16,
40862362,11-09-2025,SALE,,d1,ТК,Регулярка,OW,"13,359.00",0.045,601.16,
40838052,06-09-2025,SALE,,d1,4O,Регулярка,OW,"12,562.00",0.045,565.29,
40829779,04-09-2025,SALE,,d1,MU,Регулярка,RT,"80,277.00",0.045,"3,612.47",
40822383,02-09-2025,SALE,,d1,FR,Регулярка,OW,"12,828.00",0.045,577.26,
40836376,06-09-2025,SALE,,d1,FR,Регулярка,OW,"12,787.00",0.045,575.42,
40851140,09-09-2025,SALE,,d1,C6,Чартер,OW,"9,520.00",0.045,428.40,
40851140,09-09-2025,SALE,,d1,C6,Чартер,OW,"9,520.00",0.045,428.40,
40851140,09-09-2025,SALE,,d1,C6,Чартер,OW,"9,520.00",0.045,428.40,
40824711,03-09-2025,SALE,,d1,2S,Чартер,OW,"14,915.68",0.045,671.21,
40850517,09-09-2025,SALE,,d1,CZ,Регулярка,RT,"76,825.00",0.045,"3,457.13",
40850517,09-09-2025,SALE,,d1,CZ,Регулярка,RT,"76,825.00",0.045,"3,457.13",
40850517,09-09-2025,SALE,,d1,CZ,Регулярка,RT,"76,825.00",0.045,"3,457.13",
40827473,04-09-2025,SALE,,d1,2S,Чартер,OW,"13,596.47",0.045,611.84,
40827473,04-09-2025,SALE,,d1,2S,Чартер,OW,"13,596.47",0.045,611.84,
40846169,08-09-2025,SALE,,d1,СУ,Чартер,OW,"19,020.00",0.025,475.50,
40847456,08-09-2025,SALE,,d1,ТК,Регулярка,OW,"12,584.00",0.045,566.28,
40823111,03-09-2025,SALE,,d1,7C,Регулярка,OW,"12,615.00",0.045,567.68,
40861086,11-09-2025,SALE,,d1,ТК,Регулярка,OW,"41,164.00",0.045,"1,852.38",
40849791,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"12,559.00",0.045,565.16,
40826609,03-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40850396,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40869620,13-09-2025,SALE,,d1,СУ,Чартер,OW,"18,427.00",0.025,460.68,
40848251,09-09-2025,SALE,,d1,PC,Регулярка,OW,"11,578.00",0.045,521.01,
40861975,11-09-2025,SALE,,d1,4O,Регулярка,OW,"12,509.00",0.045,562.91,
40869845,13-09-2025,SALE,,d1,СУ,Чартер,OW,"17,889.00",0.025,447.23,
40870041,13-09-2025,SALE,,d1,СУ,Чартер,OW,"17,889.00",0.025,447.23,
40821409,02-09-2025,SALE,,d1,C6,Чартер,OW,"12,020.00",0.045,540.90,
40822407,02-09-2025,SALE,,d1,C6,Чартер,OW,"12,020.00",0.045,540.90,
40827695,04-09-2025,SALE,,d1,C6,Чартер,OW,"12,020.00",0.045,540.90,
40827695,04-09-2025,SALE,,d1,C6,Чартер,OW,"12,020.00",0.045,540.90,
40864563,12-09-2025,SALE,,d1,4O,Регулярка,OW,"12,511.00",0.045,563.00,
40864563,12-09-2025,SALE,,d1,4O,Регулярка,OW,"12,511.00",0.045,563.00,
40878655,15-09-2025,SALE,,d1,JL,Регулярка,OW,"11,791.00",0.045,530.60,
40863711,11-09-2025,SALE,,d1,EY,Регулярка,OW,"32,769.00",0.045,"1,474.61",
40837020,06-09-2025,SALE,,d1,VJ,Регулярка,RT,"12,719.00",0.045,572.36,
40837020,06-09-2025,SALE,,d1,VJ,Регулярка,RT,"12,719.00",0.045,572.36,
40837020,06-09-2025,SALE,,d1,VJ,Регулярка,RT,"12,719.00",0.045,572.36,
40857950,10-09-2025,SALE,,d1,PC,Регулярка,OW,"11,843.00",0.045,532.94,
40874733,14-09-2025,SALE,,d1,UO,Регулярка,RT,"12,361.00",0.045,556.25,
40868105,12-09-2025,SALE,,d1,СУ,Чартер,OW,"9,489.50",0.025,237.24,
40853316,09-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40859182,11-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40835378,05-09-2025,SALE,,d1,NH,Регулярка,RT,"26,437.00",0.045,"1,189.67",
40835378,05-09-2025,SALE,,d1,NH,Регулярка,RT,"26,437.00",0.045,"1,189.67",
40851538,09-09-2025,SALE,,d1,СУ,Чартер,OW,"13,690.00",0.04,547.60,
40848978,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"41,601.00",0.045,"1,872.05",
40852308,09-09-2025,SALE,,d1,СУ,Чартер,OW,"18,076.67",0.025,451.92,
40852308,09-09-2025,SALE,,d1,СУ,Чартер,OW,"18,076.67",0.025,451.92,
40855531,10-09-2025,SALE,,d1,VJ,Регулярка,OW,"12,087.00",0.045,543.92,
40855531,10-09-2025,SALE,,d1,VJ,Регулярка,OW,"12,087.00",0.045,543.92,
40825902,03-09-2025,SALE,,d1,QR,Регулярка,OW,"26,740.00",0.045,"1,203.30",
40863517,11-09-2025,SALE,,d1,PC,Регулярка,OW,"14,007.00",0.045,630.32,
40815249,01-09-2025,SALE,,d1,4O,Регулярка,OW,"12,184.00",0.045,548.28,
40867428,12-09-2025,SALE,,d1,СУ,Чартер,OW,"18,502.00",0.025,462.55,
40872668,14-09-2025,SALE,,d1,TR,Регулярка,RT,"12,265.00",0.045,551.93,
40821190,02-09-2025,SALE,,d1,3U,Регулярка,OW,"31,019.00",0.045,"1,395.86",
40821190,02-09-2025,SALE,,d1,3U,Регулярка,OW,"31,019.00",0.045,"1,395.86",
40850887,09-09-2025,SALE,,d1,WS,Регулярка,OW,"18,272.00",0.045,822.24,
40842802,08-09-2025,SALE,,d1,3U,Регулярка,OW,"12,425.00",0.045,559.13,
40827957,04-09-2025,SALE,,d1,СУ,Чартер,OW,"17,486.00",0.025,437.15,
40869128,13-09-2025,SALE,,d1,СУ,Чартер,OW,"17,889.00",0.025,447.23,
40815477,01-09-2025,SALE,,d1,3F,Регулярка,RT,"18,933.00",0.025,473.33,
40849985,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"12,367.00",0.045,556.52,
40833881,05-09-2025,SALE,,d1,ID,Регулярка,RT,"12,125.00",0.045,545.63,
40850446,09-09-2025,SALE,,d1,СУ,Чартер,OW,"17,457.00",0.025,436.43,
40829184,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,838.50",0.04,513.54,
40855345,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,838.50",0.04,513.54,
40855345,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,838.50",0.04,513.54,
40855345,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,838.50",0.04,513.54,
40855345,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,838.50",0.04,513.54,
40829184,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,838.51",0.04,513.54,
40851645,09-09-2025,SALE,,d1,CZ,Регулярка,OW,"20,935.00",0.045,942.08,
40835697,06-09-2025,SALE,,d1,PC,Регулярка,OW,"10,604.00",0.045,477.18,
40835697,06-09-2025,SALE,,d1,PC,Регулярка,OW,"10,604.00",0.045,477.18,
40835697,06-09-2025,SALE,,d1,PC,Регулярка,OW,"10,604.00",0.045,477.18,
40873917,14-09-2025,SALE,,d1,J2,Регулярка,RT,"81,407.00",0.025,"2,035.18",
40878609,15-09-2025,SALE,,d1,HO,Регулярка,OW,"12,028.00",0.045,541.26,
40830054,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40830054,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40830054,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40830054,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40843415,08-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40855276,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,314.00",0.04,532.56,
40815375,01-09-2025,SALE,,d1,CZ,Регулярка,RT,"30,196.00",0.045,"1,358.82",
40874681,14-09-2025,SALE,,d1,F9,Регулярка,OW,"11,977.00",0.045,538.97,
40830489,04-09-2025,SALE,,d1,У6,Регулярка,OW,"29,587.00",0.025,739.68,
40832135,05-09-2025,SALE,,d1,СУ,Чартер,OW,"17,237.00",0.025,430.93,
40834086,05-09-2025,SALE,,d1,СУ,Чартер,OW,"17,237.00",0.025,430.93,
40831060,04-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40857821,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40860379,11-09-2025,SALE,,d1,ТК,Регулярка,RT,"11,951.00",0.045,537.80,
40868139,12-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40873039,14-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40856685,10-09-2025,SALE,,d1,UJ,Чартер,OW,"12,692.46",0.045,571.16,
40835326,05-09-2025,SALE,,d1,3U,Регулярка,OW,"12,203.00",0.045,549.14,
40839192,06-09-2025,SALE,,d1,C6,Чартер,OW,"11,520.00",0.045,518.40,
40842090,07-09-2025,SALE,,d1,C6,Чартер,OW,"11,520.00",0.045,518.40,
40856016,10-09-2025,SALE,,d1,ТК,Регулярка,RT,"11,921.00",0.045,536.45,
40830318,04-09-2025,SALE,,d1,СУ,Чартер,OW,"17,141.00",0.025,428.53,
40872396,14-09-2025,SALE,,d1,MM,Регулярка,OW,"12,167.00",0.045,547.52,
40873358,14-09-2025,SALE,,d1,СУ,Чартер,OW,"8,951.00",0.025,223.78,
40849271,09-09-2025,SALE,,d1,9C,Регулярка,RT,"12,195.00",0.045,548.78,
40849271,09-09-2025,SALE,,d1,9C,Регулярка,RT,"12,195.00",0.045,548.78,
40849271,09-09-2025,SALE,,d1,9C,Регулярка,RT,"12,195.00",0.045,548.78,
40861412,11-09-2025,SALE,,d1,PC,Регулярка,OW,"13,578.00",0.045,611.01,
40825283,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,087.00",0.025,427.18,
40825283,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,087.00",0.025,427.18,
40825283,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,087.00",0.025,427.18,
40858999,10-09-2025,SALE,,d1,AF,Регулярка,OW,"18,085.00",0.045,813.83,
40815820,01-09-2025,SALE,,d1,J2,Регулярка,RT,"77,152.00",0.025,"1,928.80",
40868708,13-09-2025,SALE,,d1,HU,Регулярка,OW,"30,064.00",0.045,"1,352.88",
40869750,13-09-2025,SALE,,d1,СУ,Чартер,OW,"17,889.00",0.025,447.23,
40879157,15-09-2025,SALE,,d1,ИН,Чартер,OW,"13,173.00",0.04,526.92,
40879157,15-09-2025,SALE,,d1,ИН,Чартер,OW,"13,173.00",0.04,526.92,
40879157,15-09-2025,SALE,,d1,ИН,Чартер,OW,"13,173.00",0.04,526.92,
40879157,15-09-2025,SALE,,d1,ИН,Чартер,OW,"13,173.00",0.04,526.92,
40816834,01-09-2025,SALE,,d1,PC,Регулярка,OW,"11,022.00",0.045,495.99,
40833272,05-09-2025,SALE,,d1,4O,Регулярка,OW,"12,086.00",0.045,543.87,
40860446,11-09-2025,SALE,,d1,2S,Чартер,OW,"10,813.00",0.045,486.59,
40860446,11-09-2025,SALE,,d1,2S,Чартер,OW,"10,813.00",0.045,486.59,
40862183,11-09-2025,SALE,,d1,2S,Чартер,OW,"10,813.00",0.045,486.59,
40874637,14-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40842489,07-09-2025,SALE,,d1,U2,Регулярка,RT,"11,789.00",0.045,530.51,
40845980,08-09-2025,SALE,,d1,СУ,Чартер,OW,"17,002.00",0.025,425.05,
40852021,09-09-2025,SALE,,d1,VJ,Регулярка,OW,"12,081.00",0.045,543.65,
40869069,13-09-2025,SALE,,d1,СУ,Чартер,OW,"16,995.00",0.025,424.88,
40860975,11-09-2025,SALE,,d1,6E,Регулярка,OW,"11,955.00",0.045,537.98,
40842959,08-09-2025,SALE,,d1,S4,Регулярка,OW,"26,344.00",0.045,"1,185.48",
40818126,01-09-2025,SALE,,d1,K6,Регулярка,OW,"12,037.00",0.045,541.67,
40835068,05-09-2025,SALE,,d1,PC,Регулярка,OW,"10,733.00",0.045,482.99,
40832688,05-09-2025,SALE,,d1,У6,Регулярка,OW,"28,798.00",0.025,719.95,
40832688,05-09-2025,SALE,,d1,У6,Регулярка,OW,"28,798.00",0.025,719.95,
40832688,05-09-2025,SALE,,d1,У6,Регулярка,OW,"28,798.00",0.025,719.95,
40832688,05-09-2025,SALE,,d1,У6,Регулярка,OW,"28,798.00",0.025,719.95,
40832688,05-09-2025,SALE,,d1,У6,Регулярка,OW,"28,798.00",0.025,719.95,
40837058,06-09-2025,SALE,,d1,G3,Регулярка,OW,"18,222.00",0.045,819.99,
40837058,06-09-2025,SALE,,d1,G3,Регулярка,OW,"18,222.00",0.045,819.99,
40853444,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"11,914.00",0.045,536.13,
40847909,09-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40853600,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40853600,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40853600,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40853600,10-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40874591,14-09-2025,SALE,,d1,СУ,Чартер,OW,"9,002.00",0.025,225.05,
40858092,10-09-2025,SALE,,d1,UO,Регулярка,RT,"11,638.00",0.045,523.71,
40833772,05-09-2025,SALE,,d1,ТК,Регулярка,RT,"45,976.00",0.045,"2,068.92",
40822817,03-09-2025,SALE,,d1,4O,Регулярка,OW,"11,845.00",0.045,533.03,
40873556,14-09-2025,SALE,,d1,PC,Регулярка,OW,"8,869.00",0.045,399.11,
40876450,15-09-2025,SALE,,d1,G9,Чартер,OW,"12,865.86",0.045,578.96,
40876450,15-09-2025,SALE,,d1,G9,Чартер,OW,"12,865.86",0.045,578.96,
40848800,09-09-2025,SALE,,d1,A3,Регулярка,OW,"17,620.00",0.045,792.90,
40827482,04-09-2025,SALE,,d1,4O,Регулярка,OW,"11,788.00",0.045,530.46,
40857694,10-09-2025,SALE,,d1,2S,Чартер,OW,"10,573.00",0.045,475.79,
40857694,10-09-2025,SALE,,d1,2S,Чартер,OW,"10,573.00",0.045,475.79,
40816956,01-09-2025,SALE,,d1,NH,Регулярка,RT,"24,858.00",0.045,"1,118.61",
40820774,03-09-2025,SALE,,d1,SL,Регулярка,RT,"11,590.00",0.045,521.55,
40852718,09-09-2025,SALE,,d1,2S,Чартер,OW,"10,564.00",0.045,475.38,
40823864,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,409.00",0.025,435.23,
40867626,12-09-2025,SALE,,d1,2S,Чартер,OW,"10,519.00",0.045,473.36,
40873095,14-09-2025,SALE,,d1,2S,Чартер,OW,"10,519.00",0.045,473.36,
40874548,14-09-2025,SALE,,d1,PC,Регулярка,OW,"18,124.00",0.045,815.58,
40874548,14-09-2025,SALE,,d1,PC,Регулярка,OW,"18,124.00",0.045,815.58,
40874548,14-09-2025,SALE,,d1,PC,Регулярка,OW,"18,124.00",0.045,815.58,
40839301,07-09-2025,SALE,,d1,VF,Регулярка,RT,"27,923.00",0.045,"1,256.54",
40852120,09-09-2025,SALE,,d1,8B,Регулярка,OW,"11,723.00",0.045,527.54,
40851183,09-09-2025,SALE,,d1,J2,Регулярка,RT,"78,708.00",0.025,"1,967.70",
40820056,02-09-2025,SALE,,d1,КЛ,Чартер,OW,"12,172.80",0.04,486.91,
40814575,01-09-2025,SALE,,d1,СУ,Чартер,OW,"16,502.00",0.025,412.55,
40858599,10-09-2025,SALE,,d1,ХИ,Регулярка,RT,"31,227.00",0.025,780.68,
40835611,06-09-2025,SALE,,d1,3F,Регулярка,RT,"17,959.00",0.025,448.98,
40816109,01-09-2025,SALE,,d1,СУ,Чартер,OW,"16,450.00",0.025,411.25,
40816109,01-09-2025,SALE,,d1,СУ,Чартер,OW,"16,450.00",0.025,411.25,
40873126,14-09-2025,SALE,,d1,PC,Регулярка,OW,"8,731.00",0.045,392.90,
40825001,03-09-2025,SALE,,d1,СУ,Чартер,OW,"16,414.00",0.025,410.35,
40868919,13-09-2025,SALE,,d1,ХИ,Чартер,OW,"12,020.00",0.04,480.80,
40874678,14-09-2025,SALE,,d1,MU,Регулярка,OW,"12,000.00",0.045,540.00,
40868717,13-09-2025,SALE,,d1,QR,Регулярка,OW,"56,992.00",0.045,"2,564.64",
40817157,01-09-2025,SALE,,d1,QR,Регулярка,OW,"58,100.00",0.045,"2,614.50",
40827799,04-09-2025,SALE,,d1,2U,Чартер,OW,"12,000.00",0.04,480.00,
40844914,08-09-2025,SALE,,d1,У6,Регулярка,OW,"27,371.00",0.025,684.28,
40870919,13-09-2025,SALE,,d1,СУ,Чартер,OW,"16,321.00",0.025,408.03,
40868717,13-09-2025,SALE,,d1,QR,Регулярка,OW,"59,892.00",0.045,"2,695.14",
40826268,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,087.00",0.025,427.18,
40818320,02-09-2025,SALE,,d1,СУ,Чартер,OW,"8,502.00",0.025,212.55,
40825339,03-09-2025,SALE,,d1,C6,Чартер,OW,"11,920.00",0.045,536.40,
40836145,06-09-2025,SALE,,d1,C6,Чартер,OW,"11,920.00",0.045,536.40,
40851682,09-09-2025,SALE,,d1,VJ,Регулярка,OW,"9,879.00",0.045,444.56,
40819133,02-09-2025,SALE,,d1,СУ,Чартер,OW,"17,051.00",0.025,426.28,
40870503,13-09-2025,SALE,,d1,СУ,Чартер,OW,"16,995.00",0.025,424.88,
40847073,08-09-2025,SALE,,d1,СУ,Чартер,OW,"8,646.00",0.025,216.15,
40819440,02-09-2025,SALE,,d1,7C,Регулярка,RT,"11,217.00",0.045,504.77,
40821548,02-09-2025,SALE,,d1,СУ,Чартер,OW,"16,510.00",0.025,412.75,
40821548,02-09-2025,SALE,,d1,СУ,Чартер,OW,"16,510.00",0.025,412.75,
40821548,02-09-2025,SALE,,d1,СУ,Чартер,OW,"16,510.00",0.025,412.75,
40855947,10-09-2025,SALE,,d1,ТК,Регулярка,OW,"11,425.00",0.045,514.13,
40859087,11-09-2025,SALE,,d1,FO,Регулярка,OW,"11,386.00",0.045,512.37,
40875277,14-09-2025,SALE,,d1,QR,Регулярка,OW,"33,718.00",0.045,"1,517.31",
40875391,14-09-2025,SALE,,d1,QR,Регулярка,OW,"33,718.00",0.045,"1,517.31",
40840035,07-09-2025,SALE,,d1,СУ,Чартер,OW,"8,502.00",0.025,212.55,
40875051,15-09-2025,SALE,,d1,FR,Регулярка,OW,"11,193.00",0.045,503.69,
40875051,15-09-2025,SALE,,d1,FR,Регулярка,OW,"11,193.00",0.045,503.69,
40875051,15-09-2025,SALE,,d1,FR,Регулярка,OW,"11,193.00",0.045,503.69,
40854409,10-09-2025,SALE,,d1,3F,Регулярка,OW,"11,362.00",0.025,284.05,
40860123,11-09-2025,SALE,,d1,PC,Регулярка,OW,"12,733.00",0.045,572.99,
