Номера заказа,,Дата сделки,Вид операции,Вид возврата / обмена,Лид,АК,Тип,Классификация направлений,Price,CPA,"CPA, руб."
40821102,02-09-2025,SALE,,d1,VN,Регулярка,OW,"26,674.00",0.045,"1,200.33",
40840639,07-09-2025,SALE,,d1,SA,Регулярка,RT,"20,560.00",0.045,925.20,
40820272,02-09-2025,SALE,,d1,XQ,Чартер,OW,"11,948.00",0.04,477.92,
40871187,13-09-2025,SALE,,d1,КЛ,Чартер,OW,"11,577.00",0.04,463.08,
40867622,12-09-2025,SALE,,d1,F3,Регулярка,RT,"20,650.00",0.045,929.25,
40814687,01-09-2025,SALE,,d1,ТК,Чартер,OW,"16,420.00",0.045,738.90,
40832567,05-09-2025,SALE,,d1,СУ,Чартер,OW,"29,916.00",0.025,747.90,
40842963,08-09-2025,SALE,,d1,3F,Регулярка,RT,"20,721.00",0.025,518.03,
40822549,02-09-2025,SALE,,d1,MU,Регулярка,RT,"70,639.00",0.045,"3,178.76",
40829579,04-09-2025,SALE,,d1,C6,Чартер,OW,"19,798.00",0.045,890.91,
40856921,10-09-2025,SALE,,d1,VY,Регулярка,OW,"21,058.00",0.045,947.61,
40878951,15-09-2025,SALE,,d1,СУ,Чартер,OW,"15,087.00",0.025,377.18,
40867507,12-09-2025,SALE,,d1,СУ,Чартер,OW,"16,409.00",0.025,410.23,
40860813,11-09-2025,SALE,,d1,PC,Регулярка,OW,"23,655.00",0.045,"1,064.48",
40843295,08-09-2025,SALE,,d1,СУ,Чартер,OW,"16,463.00",0.025,411.58,
40838390,06-09-2025,SALE,,d1,СУ,Чартер,OW,"16,802.00",0.025,420.05,
40823900,03-09-2025,SALE,,d1,HU,Регулярка,RT,"59,035.00",0.045,"2,656.58",
40833292,05-09-2025,SALE,,d1,JU,Чартер,OW,"23,655.00",0.04,946.20,
40863771,11-09-2025,SALE,,d1,PC,Регулярка,OW,"19,599.00",0.045,881.96,
40870403,13-09-2025,SALE,,d1,SL,Регулярка,OW,"21,062.00",0.045,947.79,
40814399,01-09-2025,SALE,,d1,УР,Чартер,OW,"8,471.00",0.04,338.84,
40841827,07-09-2025,SALE,,d1,ТК,Чартер,OW,"18,547.00",0.045,834.62,
40859280,11-09-2025,SALE,,d1,4Z,Регулярка,OW,"28,626.00",0.045,"1,288.17",
40867505,12-09-2025,SALE,,d1,UO,Регулярка,OW,"8,014.00",0.045,360.63,
40820950,02-09-2025,SALE,,d1,FH,Регулярка,OW,"21,477.00",0.045,966.47,
40853983,10-09-2025,SALE,,d1,VZ,Регулярка,RT,"21,238.00",0.045,955.71,
40840796,07-09-2025,SALE,,d1,КЛ,Чартер,OW,"8,553.00",0.04,342.12,
40850129,09-09-2025,SALE,,d1,ТК,Чартер,OW,"18,956.00",0.045,853.02,
40817523,01-09-2025,SALE,,d1,FR,Регулярка,OW,"21,615.00",0.045,972.68,
40872728,14-09-2025,SALE,,d1,TG,Регулярка,OW,"28,875.00",0.045,"1,299.38",
40831753,05-09-2025,SALE,,d1,СУ,Чартер,OW,"9,150.00",0.025,228.75,
40867399,12-09-2025,SALE,,d1,QR,Регулярка,OW,"74,734.00",0.045,"3,363.03",
40868621,13-09-2025,SALE,,d1,СУ,Чартер,OW,"16,868.00",0.025,421.70,
40827003,03-09-2025,SALE,,d1,4O,Регулярка,OW,"21,743.00",0.045,978.44,
40876125,15-09-2025,SALE,,d1,СУ,Чартер,OW,"10,857.00",0.025,271.43,
40854690,10-09-2025,SALE,,d1,ТК,Регулярка,OW,"21,773.00",0.045,979.79,
40850840,09-09-2025,SALE,,d1,СУ,Чартер,OW,"10,926.00",0.025,273.15,
40858321,10-09-2025,SALE,,d1,MU,Регулярка,OW,"52,800.00",0.045,"2,376.00",
40849742,09-09-2025,SALE,,d1,СУ,Чартер,OW,"15,986.00",0.025,399.65,
40817845,01-09-2025,SALE,,d1,СУ,Чартер,OW,"17,347.00",0.025,433.68,
40870118,13-09-2025,SALE,,d1,TG,Регулярка,RT,"21,648.00",0.045,974.16,
40856631,10-09-2025,SALE,,d1,C6,Чартер,OW,"20,912.00",0.045,941.04,
40861266,11-09-2025,SALE,,d1,C6,Чартер,OW,"20,912.00",0.045,941.04,
40873687,14-09-2025,SALE,,d1,ТК,Чартер,OW,"19,319.00",0.045,869.36,
40872427,14-09-2025,SALE,,d1,СУ,Чартер,OW,"17,126.00",0.025,428.15,
40879119,15-09-2025,SALE,,d1,СУ,Чартер,OW,"17,126.00",0.025,428.15,
40879179,15-09-2025,SALE,,d1,СУ,Чартер,OW,"17,126.00",0.025,428.15,
40865068,12-09-2025,SALE,,d1,DV,Регулярка,OW,"19,962.00",0.025,499.05,
40868708,13-09-2025,SALE,,d1,HU,Регулярка,OW,"32,432.00",0.045,"1,459.44",
40836466,06-09-2025,SALE,,d1,ТК,Регулярка,OW,"22,077.00",0.045,993.47,
40870245,13-09-2025,SALE,,d1,СУ,Чартер,OW,"31,540.00",0.025,788.50,
40829213,04-09-2025,SALE,,d1,У6,Регулярка,OW,"25,438.00",0.025,635.95,
40843058,08-09-2025,SALE,,d1,3F,Регулярка,RT,"33,167.00",0.025,829.18,
40863741,11-09-2025,SALE,,d1,PC,Регулярка,OW,"24,857.00",0.045,"1,118.57",
40832721,05-09-2025,SALE,,d1,FR,Регулярка,OW,"8,213.00",0.045,369.59,
40839023,06-09-2025,SALE,,d1,СУ,Чартер,OW,"17,611.00",0.025,440.28,
40844713,08-09-2025,SALE,,d1,C6,Чартер,OW,"20,958.00",0.045,943.11,
40840488,07-09-2025,SALE,,d1,"JQ,QF",Регулярка,OW,"36,868.00",0.045,"1,659.06",
40831581,05-09-2025,SALE,,d1,СУ,Чартер,OW,"17,516.00",0.025,437.90,
40878854,15-09-2025,SALE,,d1,MU,Регулярка,RT,"69,643.00",0.045,"3,133.94",
40824701,03-09-2025,SALE,,d1,КЛ,Чартер,OW,"9,102.50",0.04,364.10,
40836165,06-09-2025,SALE,,d1,ТК,Регулярка,OW,"6,934.00",0.045,312.03,
40864073,12-09-2025,SALE,,d1,DV,Регулярка,OW,"37,072.00",0.025,926.80,
40850587,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"22,568.00",0.045,"1,015.56",
40836185,06-09-2025,SALE,,d1,СУ,Чартер,OW,"18,002.00",0.025,450.05,
40867673,12-09-2025,SALE,,d1,СУ,Чартер,OW,"7,002.00",0.025,175.05,
40857244,10-09-2025,SALE,,d1,В2,Чартер,OW,"25,314.00",0.04,"1,012.56",
40844995,08-09-2025,SALE,,d1,JA,Регулярка,OW,"22,541.00",0.045,"1,014.35",
40868028,12-09-2025,SALE,,d1,BT,Регулярка,OW,"30,185.00",0.045,"1,358.33",
40814529,01-09-2025,SALE,,d1,C6,Чартер,OW,"21,038.00",0.045,946.71,
40850088,09-09-2025,SALE,,d1,C6,Чартер,OW,"21,538.00",0.045,969.21,
40843685,08-09-2025,SALE,,d1,FR,Регулярка,RT,"13,454.00",0.045,605.43,
40840037,07-09-2025,SALE,,d1,СУ,Чартер,OW,"7,026.00",0.025,175.65,
40842102,07-09-2025,SALE,,d1,СУ,Чартер,OW,"18,038.00",0.025,450.95,
40878565,15-09-2025,SALE,,d1,JA,Регулярка,RT,"11,872.00",0.045,534.24,
40819039,02-09-2025,SALE,,d1,QP,Регулярка,OW,"12,158.00",0.045,547.11,
40865579,12-09-2025,SALE,,d1,PR,Регулярка,OW,"6,794.00",0.045,305.73,
40853753,10-09-2025,SALE,,d1,4Z,Регулярка,OW,"30,281.00",0.045,"1,362.65",
40858623,10-09-2025,SALE,,d1,C6,Чартер,OW,"22,074.00",0.045,993.33,
40867846,12-09-2025,SALE,,d1,C6,Чартер,OW,"22,074.00",0.045,993.33,
40819162,02-09-2025,SALE,,d1,ТК,Чартер,OW,"16,708.00",0.045,751.86,
40839424,07-09-2025,SALE,,d1,AF,Регулярка,OW,"38,046.00",0.045,"1,712.07",
40851645,09-09-2025,SALE,,d1,CZ,Регулярка,OW,"23,393.00",0.045,"1,052.69",
40830222,04-09-2025,SALE,,d1,ТК,Чартер,OW,"16,731.00",0.045,752.90,
40832030,05-09-2025,SALE,,d1,ТК,Чартер,OW,"16,731.00",0.045,752.90,
40815485,01-09-2025,SALE,,d1,СУ,Чартер,OW,"17,297.00",0.025,432.43,
40866526,12-09-2025,SALE,,d1,M0,Регулярка,OW,"17,087.00",0.045,768.92,
40817952,01-09-2025,SALE,,d1,СУ,Чартер,OW,"18,017.00",0.025,450.43,
40869563,13-09-2025,SALE,,d1,СУ,Чартер,OW,"31,684.00",0.025,792.10,
40842054,07-09-2025,SALE,,d1,ТК,Регулярка,RT,"12,008.00",0.045,540.36,
40865931,12-09-2025,SALE,,d1,PR,Регулярка,OW,"6,820.00",0.045,306.90,
40845379,08-09-2025,SALE,,d1,СУ,Чартер,OW,"16,631.66",0.025,415.79,
40822726,02-09-2025,SALE,,d1,FR,Регулярка,OW,"11,589.00",0.045,521.51,
40848396,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"23,253.00",0.045,"1,046.39",
40841389,07-09-2025,SALE,,d1,ТК,Регулярка,OW,"58,608.00",0.045,"2,637.36",
40871630,13-09-2025,SALE,,d1,4O,Регулярка,OW,"8,668.00",0.045,390.06,
40857936,10-09-2025,SALE,,d1,4Z,Регулярка,OW,"30,611.00",0.045,"1,377.50",
40860553,11-09-2025,SALE,,d1,PC,Регулярка,RT,"25,987.00",0.045,"1,169.42",
40864935,12-09-2025,SALE,,d1,PC,Регулярка,OW,"8,700.00",0.045,391.50,
40847636,09-09-2025,SALE,,d1,EY,Регулярка,RT,"70,199.00",0.045,"3,158.96",
40871539,13-09-2025,SALE,,d1,СУ,Чартер,OW,"33,511.00",0.025,837.78,
40835303,05-09-2025,SALE,,d1,MU,Регулярка,OW,"49,203.00",0.045,"2,214.14",
40836054,06-09-2025,SALE,,d1,СУ,Чартер,OW,"18,674.00",0.025,466.85,
40869712,13-09-2025,SALE,,d1,КЛ,Чартер,RT,"25,463.50",0.04,"1,018.54",
40867287,12-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40872907,14-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40874138,14-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40874427,14-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40877789,15-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40880260,16-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40880298,16-09-2025,SALE,,d1,7Q,Чартер,OW,"21,138.00",0.04,845.52,
40866784,12-09-2025,SALE,,d1,UX,Регулярка,OW,"23,398.00",0.045,"1,052.91",
40853819,10-09-2025,SALE,,d1,4V,Чартер,OW,"13,624.00",0.04,544.96,
40815837,01-09-2025,SALE,,d1,4O,Регулярка,OW,"12,488.00",0.045,561.96,
40838830,06-09-2025,SALE,,d1,4O,Регулярка,OW,"23,583.00",0.045,"1,061.24",
40843215,08-09-2025,SALE,,d1,VJ,Регулярка,OW,"12,318.00",0.045,554.31,
40875379,14-09-2025,SALE,,d1,J2,Регулярка,RT,"122,101.00",0.025,"3,052.53",
40825968,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,777.00",0.025,444.43,
40814693,01-09-2025,SALE,,d1,RJ,Регулярка,RT,"44,706.00",0.045,"2,011.77",
40839988,07-09-2025,SALE,,d1,HU,Регулярка,OW,"47,948.00",0.045,"2,157.66",
40819987,02-09-2025,SALE,,d1,C6,Чартер,OW,"24,186.00",0.045,"1,088.37",
40836669,06-09-2025,SALE,,d1,XQ,Чартер,OW,"14,936.00",0.04,597.44,
40863999,12-09-2025,SALE,,d1,УР,Чартер,OW,"8,561.00",0.04,342.44,
40824147,03-09-2025,SALE,,d1,СУ,Чартер,OW,"17,960.66",0.025,449.02,
40837848,06-09-2025,SALE,,d1,KL,Регулярка,OW,"22,896.00",0.045,"1,030.32",
40864468,12-09-2025,SALE,,d1,VY,Регулярка,RT,"23,893.00",0.045,"1,075.19",
40823215,03-09-2025,SALE,,d1,CA,Регулярка,RT,"64,472.00",0.045,"2,901.24",
40831617,05-09-2025,SALE,,d1,VJ,Регулярка,RT,"23,510.00",0.045,"1,057.95",
40825710,03-09-2025,SALE,,d1,2S,Чартер,OW,"15,664.57",0.045,704.91,
40837597,06-09-2025,SALE,,d1,4O,Регулярка,OW,"12,825.00",0.045,577.13,
40829168,04-09-2025,SALE,,d1,СУ,Чартер,OW,"12,128.00",0.025,303.20,
40818986,02-09-2025,SALE,,d1,СУ,Чартер,OW,"17,415.00",0.025,435.38,
40819981,02-09-2025,SALE,,d1,СУ,Чартер,OW,"12,142.00",0.025,303.55,
40820525,02-09-2025,SALE,,d1,СУ,Чартер,OW,"12,146.00",0.025,303.65,
40870694,13-09-2025,SALE,,d1,СУ,Чартер,OW,"7,928.00",0.025,198.20,
40869274,13-09-2025,SALE,,d1,VF,Регулярка,RT,"57,494.00",0.045,"2,587.23",
40820160,02-09-2025,SALE,,d1,СУ,Чартер,OW,"34,760.00",0.025,869.00,
40869490,13-09-2025,SALE,,d1,СУ,Чартер,OW,"12,674.00",0.025,316.85,
40848136,09-09-2025,SALE,,d1,ТК,Регулярка,OW,"24,349.00",0.045,"1,095.71",
40832436,05-09-2025,SALE,,d1,СУ,Чартер,OW,"17,488.00",0.025,437.20,
40818840,02-09-2025,SALE,,d1,PC,Регулярка,OW,"22,655.00",0.045,"1,019.48",
40864686,12-09-2025,SALE,,d1,СУ,Чартер,OW,"18,283.00",0.025,457.08,
40863306,11-09-2025,SALE,,d1,AZ,Регулярка,OW,"25,631.00",0.045,"1,153.40",
40825879,03-09-2025,SALE,,d1,CZ,Регулярка,OW,"58,471.00",0.045,"2,631.20",
40827540,04-09-2025,SALE,,d1,2S,Чартер,OW,"13,636.86",0.045,613.66,
40825811,03-09-2025,SALE,,d1,2S,Чартер,OW,"12,903.00",0.045,580.64,
40856961,10-09-2025,SALE,,d1,QR,Регулярка,OW,"77,868.00",0.045,"3,504.06",
40858587,10-09-2025,SALE,,d1,2S,Чартер,OW,"10,744.00",0.045,483.48,
40821551,02-09-2025,SALE,,d1,8B,Регулярка,OW,"24,615.00",0.045,"1,107.68",
40869524,13-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,661.40",0.04,546.46,
40878921,15-09-2025,SALE,,d1,QR,Регулярка,OW,"78,389.00",0.045,"3,527.51",
40830302,04-09-2025,SALE,,d1,XQ,Чартер,OW,"15,440.00",0.04,617.60,
40843023,08-09-2025,SALE,,d1,FO,Регулярка,RT,"12,852.00",0.045,578.34,
40879449,15-09-2025,SALE,,d1,PC,Чартер,OW,"14,250.00",0.045,641.25,
40839650,07-09-2025,SALE,,d1,СУ,Чартер,OW,"10,459.00",0.025,261.48,
40815731,01-09-2025,SALE,,d1,BX,Регулярка,OW,"24,821.00",0.045,"1,116.95",
40828800,04-09-2025,SALE,,d1,ЕО,Чартер,OW,"26,850.29",0.04,"1,074.01",
40817616,01-09-2025,SALE,,d1,ТК,Чартер,OW,"21,646.00",0.045,974.07,
40867081,12-09-2025,SALE,,d1,ТК,Регулярка,OW,"13,019.00",0.045,585.86,
40852359,09-09-2025,SALE,,d1,СУ,Чартер,OW,"35,587.00",0.025,889.68,
40845179,08-09-2025,SALE,,d1,ЖГ,Регулярка,RT,"95,696.00",0.025,"2,392.40",
40832483,05-09-2025,SALE,,d1,2S,Чартер,OW,"12,903.00",0.045,580.64,
40832601,05-09-2025,SALE,,d1,2S,Чартер,OW,"12,903.00",0.045,580.64,
40842247,07-09-2025,SALE,,d1,КЛ,Чартер,OW,"13,893.00",0.04,555.72,
40825740,03-09-2025,SALE,,d1,8B,Регулярка,OW,"25,168.00",0.045,"1,132.56",
40849277,09-09-2025,SALE,,d1,ТК,Чартер,OW,"19,446.00",0.045,875.07,
40850183,09-09-2025,SALE,,d1,ТК,Чартер,OW,"19,446.00",0.045,875.07,
40829816,04-09-2025,SALE,,d1,2S,Чартер,OW,"12,960.00",0.045,583.20,
40845105,08-09-2025,SALE,,d1,ХИ,Чартер,OW,"28,096.00",0.04,"1,123.84",
40857178,10-09-2025,SALE,,d1,IZ,Регулярка,OW,"41,530.00",0.045,"1,868.85",
40843254,08-09-2025,SALE,,d1,VJ,Регулярка,OW,"13,184.00",0.045,593.28,
40865265,12-09-2025,SALE,,d1,ХИ,Регулярка,RT,"34,285.00",0.025,857.13,
40876698,15-09-2025,SALE,,d1,DV,Регулярка,OW,"22,719.00",0.025,567.98,
40839205,06-09-2025,SALE,,d1,AZ,Регулярка,OW,"41,505.00",0.045,"1,867.73",
40872179,13-09-2025,SALE,,d1,СУ,Чартер,OW,"20,216.00",0.025,505.40,
40823148,03-09-2025,SALE,,d1,AI,Регулярка,RT,"55,386.00",0.045,"2,492.37",
40843857,08-09-2025,SALE,,d1,2S,Чартер,OW,"9,263.00",0.045,416.84,
40864519,12-09-2025,SALE,,d1,СУ,Чартер,OW,"18,403.00",0.025,460.08,
40825000,03-09-2025,SALE,,d1,JU,Регулярка,OW,"36,346.00",0.045,"1,635.57",
40841300,08-09-2025,SALE,,d1,ТК,Регулярка,OW,"25,587.00",0.045,"1,151.42",
40847289,08-09-2025,SALE,,d1,ET,Регулярка,OW,"99,225.00",0.045,"4,465.13",
40817157,01-09-2025,SALE,,d1,QR,Регулярка,OW,"60,687.00",0.045,"2,730.92",
40816118,01-09-2025,SALE,,d1,СУ,Чартер,OW,"18,570.00",0.025,464.25,
40854301,10-09-2025,SALE,,d1,VJ,Регулярка,RT,"25,368.00",0.045,"1,141.56",
40870117,13-09-2025,SALE,,d1,C6,Чартер,OW,"26,484.00",0.045,"1,191.78",
40865080,12-09-2025,SALE,,d1,ИН,Чартер,OW,"24,492.00",0.04,979.68,
40836980,06-09-2025,SALE,,d1,СУ,Чартер,OW,"20,482.00",0.025,512.05,
40831186,04-09-2025,SALE,,d1,ТК,Регулярка,RT,"26,126.00",0.045,"1,175.67",
40830945,04-09-2025,SALE,,d1,СУ,Чартер,OW,"20,982.00",0.025,524.55,
40868717,13-09-2025,SALE,,d1,QR,Регулярка,OW,"62,513.00",0.045,"2,813.09",
40824788,03-09-2025,SALE,,d1,ТК,Регулярка,OW,"65,369.00",0.045,"2,941.61",
40865404,12-09-2025,SALE,,d1,TG,Регулярка,OW,"39,051.00",0.045,"1,757.30",
40816109,01-09-2025,SALE,,d1,СУ,Чартер,OW,"19,090.00",0.025,477.25,
40865425,12-09-2025,SALE,,d1,D8,Регулярка,RT,"26,506.00",0.045,"1,192.77",
40850819,09-09-2025,SALE,,d1,СУ,Чартер,OW,"16,309.50",0.025,407.74,
40854065,10-09-2025,SALE,,d1,СУ,Чартер,OW,"21,177.00",0.025,529.43,
40873247,14-09-2025,SALE,,d1,QF,Регулярка,OW,"34,281.00",0.045,"1,542.65",
40818875,02-09-2025,SALE,,d1,CZ,Регулярка,OW,"18,855.00",0.045,848.48,
40846488,08-09-2025,SALE,,d1,QR,Регулярка,OW,"53,875.00",0.045,"2,424.38",
40849719,09-09-2025,SALE,,d1,СУ,Чартер,OW,"37,601.00",0.025,940.03,
40857694,10-09-2025,SALE,,d1,2S,Чартер,OW,"13,243.00",0.045,595.94,
40876450,15-09-2025,SALE,,d1,G9,Чартер,OW,"15,545.28",0.045,699.54,
40833973,05-09-2025,SALE,,d1,3U,Регулярка,OW,"51,368.00",0.045,"2,311.56",
40845668,08-09-2025,SALE,,d1,У6,Регулярка,OW,"61,304.00",0.025,"1,532.60",
40847220,08-09-2025,SALE,,d1,СУ,Чартер,OW,"21,310.00",0.025,532.75,
40827128,03-09-2025,SALE,,d1,СУ,Чартер,OW,"21,530.00",0.025,538.25,
40847183,08-09-2025,SALE,,d1,MU,Регулярка,OW,"59,686.00",0.045,"2,685.87",
40836220,06-09-2025,SALE,,d1,MU,Регулярка,RT,"128,573.00",0.045,"5,785.79",
40865191,12-09-2025,SALE,,d1,ИН,Чартер,OW,"28,604.00",0.04,"1,144.16",
40844487,08-09-2025,SALE,,d1,СУ,Чартер,OW,"37,323.00",0.025,933.08,
40823031,03-09-2025,SALE,,d1,ХИ,Чартер,OW,"28,628.00",0.04,"1,145.12",
40868636,13-09-2025,SALE,,d1,ХИ,Чартер,OW,"28,628.00",0.04,"1,145.12",
40878158,15-09-2025,SALE,,d1,TG,Регулярка,OW,"42,299.00",0.045,"1,903.46",
40866455,12-09-2025,SALE,,d1,СУ,Чартер,OW,"39,025.00",0.025,975.63,
40871880,13-09-2025,SALE,,d1,СУ,Чартер,OW,"21,509.00",0.025,537.73,
40832440,05-09-2025,SALE,,d1,СУ,Чартер,OW,"13,970.00",0.025,349.25,
40869991,13-09-2025,SALE,,d1,ТК,Регулярка,RT,"27,302.00",0.045,"1,228.59",
40859657,11-09-2025,SALE,,d1,BA,Регулярка,RT,"66,787.00",0.045,"3,005.42",
40816204,01-09-2025,SALE,,d1,ТК,Регулярка,OW,"6,601.00",0.045,297.05,
40860446,11-09-2025,SALE,,d1,2S,Чартер,OW,"13,543.00",0.045,609.44,
40872238,13-09-2025,SALE,,d1,СУ,Чартер,OW,"6,777.00",0.025,169.43,
40864551,12-09-2025,SALE,,d1,VJ,Регулярка,OW,"10,930.00",0.045,491.85,
40863903,12-09-2025,SALE,,d1,PC,Регулярка,RT,"32,164.00",0.045,"1,447.38",
40866693,12-09-2025,SALE,,d1,ТК,Регулярка,OW,"34,285.00",0.045,"1,542.83",
40871027,13-09-2025,SALE,,d1,TP,Регулярка,OW,"28,962.00",0.045,"1,303.29",
40859077,11-09-2025,SALE,,d1,MU,Регулярка,OW,"55,781.00",0.045,"2,510.15",
40863240,11-09-2025,SALE,,d1,FR,Регулярка,OW,"27,959.00",0.045,"1,258.16",
40839923,07-09-2025,SALE,,d1,СУ,Чартер,OW,"8,458.00",0.025,211.45,
40871655,13-09-2025,SALE,,d1,СУ,Чартер,OW,"8,458.00",0.025,211.45,
40859913,11-09-2025,SALE,,d1,3F,Регулярка,RT,"41,327.00",0.025,"1,033.18",
40868062,12-09-2025,SALE,,d1,JU,Регулярка,OW,"37,342.00",0.045,"1,680.39",
40880256,16-09-2025,SALE,,d1,JU,Регулярка,OW,"37,345.00",0.045,"1,680.53",
40876264,15-09-2025,SALE,,d1,СУ,Чартер,OW,"14,059.00",0.025,351.48,
40832913,05-09-2025,SALE,,d1,ТК,Регулярка,RT,"28,959.00",0.045,"1,303.16",
40818247,01-09-2025,SALE,,d1,ТК,Регулярка,RT,"27,948.00",0.045,"1,257.66",
40858725,10-09-2025,SALE,,d1,КЛ,Чартер,OW,"11,039.00",0.04,441.56,
40872501,14-09-2025,SALE,,d1,VJ,Регулярка,OW,"11,098.00",0.045,499.41,
40840003,07-09-2025,SALE,,d1,C6,Чартер,OW,"21,748.00",0.045,978.66,
40840524,08-09-2025,SALE,,d1,ТК,Регулярка,OW,"28,060.00",0.045,"1,262.70",
40828961,04-09-2025,SALE,,d1,СУ,Чартер,OW,"11,462.00",0.04,458.48,
40821190,02-09-2025,SALE,,d1,3U,Регулярка,OW,"33,839.00",0.045,"1,522.76",
40855531,10-09-2025,SALE,,d1,VJ,Регулярка,OW,"14,922.00",0.045,671.49,
40852308,09-09-2025,SALE,,d1,СУ,Чартер,OW,"20,913.66",0.025,522.84,
40873481,14-09-2025,SALE,,d1,ХИ,Чартер,OW,"29,008.00",0.04,"1,160.32",
40835378,05-09-2025,SALE,,d1,NH,Регулярка,RT,"29,278.00",0.045,"1,317.51",
40836411,06-09-2025,SALE,,d1,ТК,Регулярка,RT,"28,502.00",0.045,"1,282.59",
40818013,01-09-2025,SALE,,d1,F3,Регулярка,OW,"29,904.00",0.045,"1,345.68",
40829184,04-09-2025,SALE,,d1,КЛ,Чартер,OW,"15,665.49",0.04,626.62,
40868433,13-09-2025,SALE,,d1,4O,Регулярка,OW,"28,661.00",0.045,"1,289.75",
40829415,04-09-2025,SALE,,d1,СУ,Чартер,OW,"39,371.00",0.025,984.28,
40837250,06-09-2025,SALE,,d1,2S,Чартер,OW,"10,503.00",0.045,472.64,
40838839,06-09-2025,SALE,,d1,2S,Чартер,OW,"10,503.00",0.045,472.64,
40864563,12-09-2025,SALE,,d1,4O,Регулярка,OW,"15,376.00",0.045,691.92,
40827695,04-09-2025,SALE,,d1,C6,Чартер,OW,"14,888.00",0.045,669.96,
40827200,03-09-2025,SALE,,d1,СУ,Чартер,OW,"8,804.75",0.025,220.12,
40850210,09-09-2025,SALE,,d1,2S,Чартер,OW,"10,629.00",0.045,478.31,
40826618,03-09-2025,SALE,,d1,СУ,Чартер,OW,"22,771.00",0.025,569.28,
40827473,04-09-2025,SALE,,d1,2S,Чартер,OW,"16,505.06",0.045,742.73,
40841339,07-09-2025,SALE,,d1,QR,Регулярка,OW,"43,938.00",0.045,"1,977.21",
40837383,06-09-2025,SALE,,d1,СУ,Чартер,OW,"23,343.00",0.025,583.58,
40858613,10-09-2025,SALE,,d1,ХИ,Чартер,OW,"30,912.00",0.04,"1,236.48",
40867236,12-09-2025,SALE,,d1,СУ,Чартер,OW,"14,759.00",0.025,368.98,
40850651,09-09-2025,SALE,,d1,3F,Регулярка,RT,"30,552.00",0.025,763.80,
40815812,01-09-2025,SALE,,d1,ХИ,Чартер,OW,"30,932.00",0.04,"1,237.28",
40845432,08-09-2025,SALE,,d1,ID,Регулярка,RT,"30,641.00",0.045,"1,378.85",
40835596,06-09-2025,SALE,,d1,ТК,Регулярка,OW,"30,932.00",0.045,"1,391.94",
40856787,10-09-2025,SALE,,d1,C6,Чартер,OW,"22,950.00",0.045,"1,032.75",
40867325,12-09-2025,SALE,,d1,3F,Регулярка,RT,"44,161.00",0.025,"1,104.03",
40866822,12-09-2025,SALE,,d1,VJ,Регулярка,OW,"11,221.00",0.045,504.95,
40825371,03-09-2025,SALE,,d1,ТК,Регулярка,RT,"71,044.00",0.045,"3,196.98",
40826630,03-09-2025,SALE,,d1,СУ,Чартер,OW,"23,159.00",0.025,578.98,
40860302,11-09-2025,SALE,,d1,QR,Регулярка,RT,"76,833.00",0.045,"3,457.49",
40840110,07-09-2025,SALE,,d1,СУ,Чартер,OW,"23,169.00",0.025,579.23,
40855250,10-09-2025,SALE,,d1,CZ,Регулярка,RT,"30,757.00",0.045,"1,384.07",
40867902,12-09-2025,SALE,,d1,СУ,Чартер,OW,"12,102.00",0.04,484.08,
40834072,05-09-2025,SALE,,d1,PC,Регулярка,OW,"14,558.00",0.045,655.11,
40831466,05-09-2025,SALE,,d1,СУ,Чартер,OW,"23,362.00",0.025,584.05,
40816026,01-09-2025,SALE,,d1,ET,Регулярка,RT,"95,992.00",0.045,"4,319.64",
40853069,09-09-2025,SALE,,d1,JU,Регулярка,OW,"39,498.00",0.045,"1,777.41",
40830138,04-09-2025,SALE,,d1,2S,Чартер,OW,"15,632.00",0.045,703.44,
40839834,07-09-2025,SALE,,d1,CA,Регулярка,OW,"34,183.00",0.045,"1,538.24",
40879422,15-09-2025,SALE,,d1,СУ,Чартер,OW,"13,002.00",0.025,325.05,
40848974,09-09-2025,SALE,,d1,CA,Регулярка,OW,"44,146.00",0.045,"1,986.57",
40830241,04-09-2025,SALE,,d1,4O,Регулярка,OW,"31,326.00",0.045,"1,409.67",
40815829,01-09-2025,SALE,,d1,СУ,Чартер,OW,"21,740.00",0.025,543.50,
40857719,10-09-2025,SALE,,d1,QR,Регулярка,RT,"25,579.00",0.045,"1,151.06",
40831515,05-09-2025,SALE,,d1,СУ,Чартер,OW,"24,111.00",0.025,602.78,
40852803,09-09-2025,SALE,,d1,СУ,Чартер,OW,"23,659.00",0.025,591.48,
